10
55  5 9.3241e-06
75  5 9.3241e-06
105  5 9.3241e-06
145  5 9.3241e-06
235  5 9.3241e-06
245  5 9.3241e-06
255  5 2.79723e-05
265  5 9.3241e-06
295  5 9.3241e-06
75  15 9.3241e-06
85  15 9.3241e-06
225  15 9.3241e-06
245  15 2.79723e-05
255  15 4.66205e-05
265  15 1.86482e-05
275  15 9.3241e-06
355  15 9.3241e-06
55  25 9.3241e-06
65  25 2.79723e-05
85  25 9.3241e-06
175  25 9.3241e-06
215  25 1.86482e-05
225  25 9.3241e-06
235  25 2.79723e-05
245  25 3.72964e-05
255  25 9.3241e-06
265  25 9.3241e-06
335  25 9.3241e-06
35  35 9.3241e-06
45  35 9.3241e-06
55  35 7.45928e-05
65  35 8.39169e-05
75  35 1.86482e-05
85  35 9.3241e-06
105  35 9.3241e-06
145  35 9.3241e-06
175  35 9.3241e-06
205  35 1.86482e-05
215  35 1.86482e-05
225  35 8.39169e-05
235  35 0.000130537
245  35 2.79723e-05
255  35 9.3241e-06
265  35 9.3241e-06
35  45 2.79723e-05
45  45 0.000801872
55  45 0.00082052
65  45 0.000233102
75  45 7.45928e-05
105  45 9.3241e-06
125  45 9.3241e-06
155  45 9.3241e-06
195  45 9.3241e-06
205  45 6.52687e-05
215  45 0.00015851
225  45 0.000391612
235  45 0.000456881
245  45 0.000139861
255  45 9.3241e-06
275  45 9.3241e-06
285  45 9.3241e-06
25  55 8.39169e-05
35  55 0.000811196
45  55 0.00473664
55  55 0.00350586
65  55 0.00056877
75  55 5.59446e-05
85  55 2.79723e-05
185  55 2.79723e-05
195  55 0.000167834
205  55 0.000428908
215  55 0.0010816
225  55 0.00299303
235  55 0.00299303
245  55 0.000307695
255  55 3.72964e-05
265  55 9.3241e-06
285  55 9.3241e-06
15  65 3.72964e-05
25  65 0.000149186
35  65 0.00120281
45  65 0.00289979
55  65 0.0022844
65  65 0.00056877
75  65 8.39169e-05
95  65 9.3241e-06
165  65 9.3241e-06
185  65 9.3241e-05
195  65 0.0007739
205  65 0.00192076
215  65 0.00453151
225  65 0.0123544
235  65 0.0106481
245  65 0.000941734
255  65 6.52687e-05
265  65 9.3241e-06
5  75 9.3241e-06
15  75 7.45928e-05
25  75 0.000121213
35  75 0.000289047
45  75 0.000400936
55  75 0.000503501
65  75 0.000223778
75  75 0.000102565
85  75 1.86482e-05
155  75 9.3241e-06
165  75 9.3241e-06
175  75 1.86482e-05
185  75 0.000130537
195  75 0.000839169
205  75 0.00245224
215  75 0.00522149
225  75 0.0141074
235  75 0.0144244
245  75 0.00263872
255  75 0.000270399
265  75 2.79723e-05
355  75 9.3241e-06
5  85 2.79723e-05
15  85 3.72964e-05
25  85 9.3241e-06
35  85 6.52687e-05
45  85 7.45928e-05
55  85 0.000121213
65  85 0.000111889
75  85 2.79723e-05
85  85 9.3241e-06
95  85 9.3241e-06
105  85 9.3241e-06
145  85 1.86482e-05
155  85 1.86482e-05
175  85 6.52687e-05
185  85 0.000186482
195  85 0.000783224
205  85 0.00167834
215  85 0.00358978
225  85 0.00833574
235  85 0.0119348
245  85 0.00445692
255  85 0.000792548
265  85 9.3241e-05
275  85 9.3241e-06
285  85 9.3241e-06
295  85 9.3241e-06
325  85 9.3241e-06
335  85 9.3241e-06
345  85 2.79723e-05
355  85 4.66205e-05
5  95 9.3241e-06
15  95 3.72964e-05
35  95 9.3241e-06
45  95 3.72964e-05
55  95 5.59446e-05
65  95 6.52687e-05
75  95 5.59446e-05
85  95 3.72964e-05
95  95 1.86482e-05
105  95 2.79723e-05
175  95 6.52687e-05
185  95 0.000102565
195  95 0.000540798
205  95 0.00112822
215  95 0.00233102
225  95 0.00462475
235  95 0.00767373
245  95 0.00793481
255  95 0.00358045
265  95 0.000783224
275  95 0.00015851
285  95 3.72964e-05
295  95 2.79723e-05
305  95 9.3241e-06
315  95 9.3241e-06
325  95 3.72964e-05
335  95 2.79723e-05
345  95 2.79723e-05
355  95 1.86482e-05
5  105 2.79723e-05
35  105 1.86482e-05
45  105 9.3241e-06
55  105 3.72964e-05
65  105 4.66205e-05
75  105 5.59446e-05
85  105 2.79723e-05
105  105 9.3241e-06
145  105 9.3241e-06
155  105 9.3241e-06
165  105 9.3241e-06
175  105 3.72964e-05
185  105 0.00015851
195  105 0.000578094
205  105 0.00107227
215  105 0.00206063
225  105 0.00341262
235  105 0.00585553
245  105 0.00929612
255  105 0.010126
265  105 0.00657349
275  105 0.00250818
285  105 0.00133335
295  105 0.000540798
305  105 0.000279723
315  105 0.000214454
325  105 0.000111889
335  105 6.52687e-05
345  105 1.86482e-05
355  105 2.79723e-05
55  115 4.66205e-05
65  115 8.39169e-05
75  115 4.66205e-05
85  115 1.86482e-05
95  115 1.86482e-05
125  115 9.3241e-06
135  115 9.3241e-06
155  115 9.3241e-06
165  115 9.3241e-06
175  115 4.66205e-05
185  115 0.000167834
195  115 0.000512825
205  115 0.00111889
215  115 0.00206995
225  115 0.00343127
235  115 0.00507231
245  115 0.00802805
255  115 0.0111516
265  115 0.0128673
275  115 0.0133055
285  115 0.0114966
295  115 0.00778562
305  115 0.00481123
315  115 0.00177158
325  115 0.000456881
335  115 6.52687e-05
345  115 2.79723e-05
355  115 1.86482e-05
25  125 1.86482e-05
65  125 3.72964e-05
75  125 3.72964e-05
85  125 1.86482e-05
95  125 3.72964e-05
105  125 9.3241e-06
115  125 9.3241e-06
125  125 9.3241e-06
135  125 9.3241e-06
155  125 1.86482e-05
175  125 6.52687e-05
185  125 0.000167834
195  125 0.000680659
205  125 0.00141726
215  125 0.0026294
225  125 0.00416787
235  125 0.00520285
245  125 0.0064989
255  125 0.00858749
265  125 0.0120654
275  125 0.0155806
285  125 0.0226109
295  125 0.0247555
305  125 0.0148813
315  125 0.00310492
325  125 0.000438233
335  125 9.3241e-05
345  125 3.72964e-05
355  125 9.3241e-06
15  135 9.3241e-06
55  135 2.79723e-05
65  135 2.79723e-05
75  135 2.79723e-05
85  135 1.86482e-05
95  135 9.3241e-06
135  135 9.3241e-06
155  135 9.3241e-06
165  135 9.3241e-06
175  135 4.66205e-05
185  135 0.000372964
195  135 0.00145456
205  135 0.00273196
215  135 0.00368302
225  135 0.00527744
235  135 0.00551986
245  135 0.00638701
255  135 0.00640565
265  135 0.00796278
275  135 0.0116178
285  135 0.0198603
295  135 0.028597
305  135 0.0185363
315  135 0.00370167
325  135 0.000382288
335  135 7.45928e-05
345  135 2.79723e-05
355  135 1.86482e-05
5  145 9.3241e-06
25  145 9.3241e-06
45  145 9.3241e-06
55  145 1.86482e-05
65  145 1.86482e-05
75  145 7.45928e-05
85  145 1.86482e-05
95  145 9.3241e-06
155  145 3.72964e-05
165  145 2.79723e-05
175  145 0.000130537
185  145 0.000559446
195  145 0.002359
205  145 0.00463408
215  145 0.00606999
225  145 0.00965044
235  145 0.00971571
245  145 0.00863411
255  145 0.00828912
265  145 0.00886722
275  145 0.0119815
285  145 0.0223219
295  145 0.0317858
305  145 0.0158043
315  145 0.00147321
325  145 0.00015851
335  145 2.79723e-05
345  145 2.79723e-05
35  155 9.3241e-06
65  155 4.66205e-05
75  155 0.000121213
85  155 6.52687e-05
95  155 9.3241e-06
115  155 9.3241e-06
165  155 9.3241e-06
175  155 0.000233102
185  155 0.000941734
195  155 0.00378558
205  155 0.00604201
215  155 0.00951058
225  155 0.0132216
235  155 0.0126062
245  155 0.0101912
255  155 0.00972503
265  155 0.0106761
275  155 0.0155153
285  155 0.0263965
295  155 0.0273942
305  155 0.00667605
315  155 0.000456881
325  155 3.72964e-05
335  155 1.86482e-05
45  165 9.3241e-06
65  165 7.45928e-05
75  165 7.45928e-05
85  165 9.3241e-06
105  165 9.3241e-06
165  165 1.86482e-05
175  165 9.3241e-05
185  165 0.00117484
195  165 0.00354316
205  165 0.00494177
215  165 0.00552919
225  165 0.00758981
235  165 0.00689983
245  165 0.00544527
255  165 0.00597675
265  165 0.00688118
275  165 0.0111236
285  165 0.0176598
295  165 0.0097903
305  165 0.00115619
315  165 0.000121213
335  165 1.86482e-05
45  175 9.3241e-06
65  175 3.72964e-05
75  175 1.86482e-05
145  175 2.79723e-05
155  175 9.3241e-06
175  175 0.000102565
185  175 0.00036364
195  175 0.00107227
205  175 0.00113754
215  175 0.00126808
225  175 0.00166901
235  175 0.00139861
245  175 0.00106295
255  175 0.0012401
265  175 0.00125875
275  175 0.00277858
285  175 0.00281588
295  175 0.000895113
305  175 9.3241e-05
315  175 3.72964e-05
325  175 9.3241e-06
35  185 9.3241e-06
45  185 9.3241e-06
55  185 1.86482e-05
65  185 1.86482e-05
75  185 1.86482e-05
85  185 1.86482e-05
125  185 9.3241e-06
135  185 9.3241e-06
145  185 9.3241e-06
155  185 9.3241e-06
175  185 9.3241e-06
185  185 2.79723e-05
195  185 8.39169e-05
205  185 0.000214454
215  185 9.3241e-05
225  185 0.000177158
235  185 0.000139861
245  185 8.39169e-05
255  185 0.000111889
265  185 0.000102565
275  185 0.000167834
285  185 0.000139861
295  185 0.000111889
305  185 3.72964e-05
315  185 9.3241e-06
5  195 9.3241e-06
35  195 9.3241e-06
45  195 3.72964e-05
55  195 1.86482e-05
65  195 5.59446e-05
75  195 6.52687e-05
85  195 9.3241e-05
95  195 2.79723e-05
105  195 1.86482e-05
115  195 9.3241e-06
125  195 1.86482e-05
135  195 1.86482e-05
145  195 3.72964e-05
155  195 4.66205e-05
165  195 3.72964e-05
205  195 1.86482e-05
215  195 9.3241e-06
225  195 2.79723e-05
245  195 1.86482e-05
255  195 1.86482e-05
265  195 1.86482e-05
275  195 9.3241e-06
285  195 1.86482e-05
305  195 9.3241e-06
315  195 9.3241e-06
15  205 9.3241e-06
55  205 9.3241e-06
65  205 8.39169e-05
75  205 5.59446e-05
85  205 4.66205e-05
95  205 8.39169e-05
105  205 9.3241e-06
115  205 2.79723e-05
125  205 6.52687e-05
135  205 0.000102565
145  205 3.72964e-05
155  205 1.86482e-05
165  205 6.52687e-05
185  205 9.3241e-06
205  205 9.3241e-06
215  205 9.3241e-06
235  205 1.86482e-05
245  205 1.86482e-05
275  205 9.3241e-06
285  205 9.3241e-06
305  205 9.3241e-06
325  205 9.3241e-06
345  205 9.3241e-06
35  215 9.3241e-06
45  215 2.79723e-05
55  215 6.52687e-05
65  215 0.000111889
75  215 5.59446e-05
85  215 6.52687e-05
95  215 2.79723e-05
115  215 2.79723e-05
125  215 4.66205e-05
135  215 2.79723e-05
145  215 7.45928e-05
155  215 2.79723e-05
205  215 9.3241e-06
225  215 9.3241e-06
235  215 9.3241e-06
245  215 9.3241e-06
255  215 1.86482e-05
265  215 9.3241e-06
305  215 9.3241e-06
25  225 1.86482e-05
35  225 9.3241e-06
45  225 3.72964e-05
55  225 5.59446e-05
65  225 7.45928e-05
75  225 6.52687e-05
85  225 2.79723e-05
95  225 4.66205e-05
105  225 3.72964e-05
115  225 2.79723e-05
125  225 2.79723e-05
135  225 4.66205e-05
145  225 1.86482e-05
155  225 1.86482e-05
165  225 9.3241e-06
205  225 9.3241e-06
225  225 9.3241e-06
235  225 9.3241e-06
245  225 9.3241e-06
285  225 9.3241e-06
295  225 3.72964e-05
305  225 1.86482e-05
5  235 9.3241e-06
25  235 9.3241e-06
45  235 2.79723e-05
55  235 5.59446e-05
65  235 0.000111889
75  235 9.3241e-05
85  235 9.3241e-05
95  235 8.39169e-05
105  235 9.3241e-06
115  235 1.86482e-05
125  235 3.72964e-05
135  235 1.86482e-05
145  235 9.3241e-06
155  235 9.3241e-06
175  235 9.3241e-06
195  235 9.3241e-06
205  235 9.3241e-06
245  235 9.3241e-06
255  235 1.86482e-05
265  235 9.3241e-06
275  235 1.86482e-05
315  235 9.3241e-06
25  245 9.3241e-06
35  245 9.3241e-06
55  245 2.79723e-05
65  245 4.66205e-05
75  245 4.66205e-05
85  245 9.3241e-05
95  245 3.72964e-05
105  245 7.45928e-05
115  245 3.72964e-05
125  245 1.86482e-05
145  245 9.3241e-06
165  245 9.3241e-06
185  245 9.3241e-06
215  245 9.3241e-06
265  245 9.3241e-06
315  245 9.3241e-06
335  245 9.3241e-06
355  245 9.3241e-06
25  255 9.3241e-06
45  255 9.3241e-06
65  255 9.3241e-06
85  255 2.79723e-05
95  255 2.79723e-05
105  255 2.79723e-05
115  255 6.52687e-05
125  255 2.79723e-05
135  255 3.72964e-05
145  255 9.3241e-06
175  255 9.3241e-06
215  255 9.3241e-06
255  255 9.3241e-06
305  255 9.3241e-06
325  255 9.3241e-06
355  255 1.86482e-05
15  265 9.3241e-06
25  265 9.3241e-06
45  265 9.3241e-06
95  265 9.3241e-06
105  265 2.79723e-05
115  265 6.52687e-05
125  265 3.72964e-05
135  265 1.86482e-05
165  265 9.3241e-06
185  265 9.3241e-06
225  265 9.3241e-06
255  265 9.3241e-06
265  265 1.86482e-05
275  265 1.86482e-05
285  265 1.86482e-05
305  265 2.79723e-05
315  265 3.72964e-05
325  265 2.79723e-05
345  265 1.86482e-05
5  275 1.86482e-05
15  275 2.79723e-05
25  275 1.86482e-05
45  275 9.3241e-06
95  275 1.86482e-05
105  275 1.86482e-05
115  275 2.79723e-05
125  275 0.000102565
135  275 1.86482e-05
145  275 9.3241e-06
155  275 1.86482e-05
165  275 9.3241e-06
225  275 1.86482e-05
235  275 9.3241e-06
245  275 9.3241e-06
255  275 1.86482e-05
265  275 3.72964e-05
275  275 1.86482e-05
285  275 9.3241e-06
295  275 1.86482e-05
305  275 5.59446e-05
315  275 4.66205e-05
325  275 1.86482e-05
335  275 9.3241e-06
355  275 1.86482e-05
5  285 2.79723e-05
45  285 9.3241e-06
55  285 9.3241e-06
115  285 1.86482e-05
125  285 4.66205e-05
135  285 8.39169e-05
145  285 1.86482e-05
175  285 9.3241e-06
195  285 9.3241e-06
205  285 9.3241e-06
225  285 9.3241e-06
235  285 9.3241e-06
245  285 1.86482e-05
255  285 1.86482e-05
265  285 1.86482e-05
275  285 4.66205e-05
285  285 3.72964e-05
295  285 4.66205e-05
305  285 4.66205e-05
315  285 5.59446e-05
325  285 5.59446e-05
335  285 1.86482e-05
345  285 1.86482e-05
355  285 1.86482e-05
5  295 2.79723e-05
75  295 9.3241e-06
115  295 9.3241e-06
125  295 1.86482e-05
135  295 5.59446e-05
145  295 1.86482e-05
155  295 9.3241e-06
175  295 9.3241e-06
185  295 9.3241e-06
205  295 9.3241e-06
225  295 2.79723e-05
235  295 1.86482e-05
245  295 2.79723e-05
255  295 1.86482e-05
265  295 4.66205e-05
275  295 4.66205e-05
285  295 8.39169e-05
295  295 0.000149186
305  295 0.000372964
315  295 0.000307695
325  295 0.000233102
335  295 2.79723e-05
345  295 6.52687e-05
355  295 9.3241e-06
5  305 9.3241e-06
105  305 9.3241e-06
115  305 9.3241e-06
125  305 2.79723e-05
135  305 1.86482e-05
175  305 1.86482e-05
195  305 9.3241e-06
205  305 4.66205e-05
215  305 1.86482e-05
235  305 3.72964e-05
245  305 2.79723e-05
255  305 2.79723e-05
265  305 9.3241e-05
275  305 0.000149186
285  305 0.00056877
295  305 0.00220049
305  305 0.00406531
315  305 0.00345924
325  305 0.0007739
335  305 7.45928e-05
345  305 5.59446e-05
355  305 2.79723e-05
15  315 9.3241e-06
95  315 9.3241e-06
105  315 1.86482e-05
175  315 1.86482e-05
195  315 1.86482e-05
205  315 3.72964e-05
215  315 9.3241e-06
225  315 1.86482e-05
235  315 9.3241e-06
245  315 1.86482e-05
255  315 6.52687e-05
265  315 0.000121213
275  315 0.000372964
285  315 0.000913761
295  315 0.0059208
305  315 0.0126994
315  315 0.00603269
325  315 0.000354316
335  315 3.72964e-05
345  315 9.3241e-06
75  325 9.3241e-06
95  325 9.3241e-06
105  325 9.3241e-06
125  325 1.86482e-05
